0,000000	23,109000
0,000187	23,141000
0,000375	23,174000
0,000562	23,174000
0,000750	23,174000
0,000937	23,174000
0,001124	23,174000
0,001312	23,174000
0,001499	23,174000
0,001686	23,174000
0,001874	23,174000
0,002061	23,174000
0,002249	23,174000
0,002436	23,174000
0,002623	23,174000
0,002811	23,174000
0,002998	23,174000
0,003185	23,174000
0,003373	23,174000
0,003560	23,174000
0,003748	23,174000
0,003935	23,174000
0,004122	23,174000
0,004310	23,174000
0,004497	23,174000
0,004684	23,174000
0,004872	23,174000
0,005059	23,174000
0,005247	23,174000
0,005434	23,174000
0,005621	23,174000
0,005809	23,174000
0,005996	23,174000
0,006183	23,174000
0,006371	23,174000
0,006558	23,174000
0,006746	23,174000
0,006933	23,174000
0,007120	23,174000
0,007308	23,174000
0,007495	23,174000
0,007682	23,174000
0,007870	23,174000
0,008057	23,174000
0,008245	23,174000
0,008432	23,174000
0,008619	23,174000
0,008807	23,174000
0,008994	23,174000
0,009181	23,174000
0,009369	23,174000
0,009556	23,174000
0,009744	23,174000
0,009931	23,174000
0,010118	23,174000
0,010306	23,174000
0,010493	23,174000
0,010680	23,174000
0,010868	23,174000
0,011055	23,174000
0,011243	23,174000
0,011430	23,174000
0,011617	23,174000
0,011805	23,174000
0,011992	23,174000
0,012179	23,174000
0,012367	23,174000
0,012554	23,174000
0,012742	23,174000
0,012929	23,174000
0,013116	23,174000
0,013304	23,174000
0,013491	23,174000
0,013678	23,174000
0,013866	23,174000
0,014053	23,174000
0,014241	23,174000
0,014428	23,174000
0,014615	23,174000
0,014803	23,174000
0,014990	23,174000
0,015177	23,174000
0,015365	23,174000
0,015552	23,174000
0,015740	23,174000
0,015927	23,174000
0,016114	23,174000
0,016302	23,174000
0,016489	23,174000
0,016676	23,174000
0,016864	23,174000
0,017051	23,174000
0,017239	23,174000
0,017426	23,099000
0,017613	23,024000
0,017801	22,715000
0,017988	22,406000
0,018175	22,223000
0,018363	22,041000
0,018550	21,889000
0,018738	21,738000
0,018925	21,581000
0,019112	21,424000
0,019300	21,260000
0,019487	21,096000
0,019675	20,932000
0,019862	20,769000
0,020049	20,600000
0,020237	20,431000
0,020424	20,266000
0,020611	20,102000
0,020799	19,951000
0,020986	19,800000
0,021174	19,662000
0,021361	19,524000
0,021548	19,393000
0,021736	19,262000
0,021923	19,137000
0,022110	19,013000
0,022298	18,898000
0,022485	18,783000
0,022673	18,690000
0,022860	18,598000
0,023047	18,505000
0,023235	18,413000
0,023422	18,328000
0,023609	18,244000
0,023797	18,166000
0,023984	18,088000
0,024172	18,016000
0,024359	17,944000
0,024546	17,883000
0,024734	17,823000
0,024921	17,770000
0,025108	17,718000
0,025296	17,668000
0,025483	17,618000
0,025671	17,590000
0,025858	17,562000
0,026045	17,543000
0,026233	17,525000
0,026420	17,514000
0,026607	17,503000
0,026795	17,496000
0,026982	17,489000
